商品名称,地址,介绍,标签,总价（万元）,每平米价格（元）
日光里 2室1厅 南 北,日光里 - 鸿顺里街,2室1厅 | 69.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",150,21602
精装三室，房主诚心卖，看房方便有钥匙,观景里 - 水上公园街,3室1厅 | 78.98平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,随时看房",165,20892
宝龙城 精装大三室 有学籍 位置佳 三室两卫,宝龙城 - 中新生态城,3室2厅 | 105.4平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,"VR看装修,随时看房",145,13758
此房是新建小区，70年大产权，毛坯次新房,纯皓家园 - 友谊路,3室2厅 | 125.45平米 | 南 北 | 简装 | 低楼层(共30层)  | 板塔结合,"VR看装修,随时看房",399,31806
纯洋房 别墅 社区 小区环境优美 安静 总价低的洋房,联发欣悦学府 - 北塘街,3室2厅 | 90平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,"VR看装修,随时看房",119,13223
房子的基本信息.................,双发温泉花园 - 果园新村,2室1厅 | 99.14平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,随时看房",170,17148
金地长湖湾边户 业主急售 大..院,金地长湖湾 - 团泊东,3室2厅 | 125.56平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,"VR房源,随时看房",166,13221
级升里 1室1厅 南,级升里 - 广开街,1室1厅 | 43.02平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"VR房源,随时看房",144.5,33590
团结北里 一楼 阳面田字格户型 采光好 有钥匙,团结北里 - 中山门街,1室1厅 | 47.09平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,"VR看装修,随时看房",110,23360
来安里 4楼 阳面中独  阳面卧室 采光好  诚意卖,来安里 - 上杭路,1室1厅 | 43.21平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR房源,随时看房",121,28003
艳益里一居室 中间层 南向 价格合适 诚心出售,艳益里 - 建昌道,1室1厅 | 44.63平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,随时看房",75,16805
私产房可贷款 有装修 南向采光好 中间楼层 湘江道,美宁公寓 - 挂甲寺,1室1厅 | 45.21平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,随时看房",174,38488
1415年交房带电梯中间层视野好首ci交易没有土地出让金,兰江新苑 - 小海地,1室1厅 | 53.3平米 | 东 南 北 | 毛坯 | 高楼层(共26层)  | 塔楼,"VR看装修,随时看房",124,23265
十三经路18号院 1室1厅 南,十三经路18号院 - 大王庄,1室1厅 | 41.85平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,"近地铁,VR看装修,随时看房",120,28674
静湖东区，经典两居，精装修，急售,静湖花园东区 - 静湖,2室1厅 | 118.46平米 | 南 | 精装 | 中楼层(共12层)  | 板楼,"VR看装修,随时看房",109,9202
天津南站 一居室   周 边配套全,民盛里 - 张家窝,1室1厅 | 66.04平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,"VR看装修,随时看房",80.8,12236
香江健康小镇棕榈园 跃层 总价低 带露台,香江健康小镇棕榈园 - 京津新城,2室2厅 | 89.91平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,"VR看装修,随时看房",48.5,5395
萃华里 低楼层 看房方便 诚意出售,萃华里 - 王串场,1室1厅 | 28.96平米 | 东 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,随时看房",68,23481
高楼层，全南，采光好，不临街，看房随时有钥匙,柴楼庄园 - 双街,1室1厅 | 59.19平米 | 南 | 简装 | 高楼层(共25层)  | 塔楼,"VR看装修,随时看房",80,13516
小区出口位置，中间楼层两室户型,民和巷景苑 - 新立街,2室1厅 | 68.79平米 | 南 | 毛坯 | 中楼层(共14层)  | 板楼,"近地铁,VR看装修,随时看房",93,13520
仁嘉花园便宜两室!看房方便!!!,仁嘉花园 - 辛庄,2室1厅 | 88.7平米 | 东南 | 简装 | 高楼层(共24层)  | 板楼,"VR房源,随时看房",89,10034
万科精装3居室 前边无遮挡 视野采光好 有车位,盈润园 - 中北镇,3室2厅 | 87.96平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,"VR看装修,房本满五年",236,26831
南开中片 雅阳家园 19年房龄 户型方正 随时看房,雅阳家园 - 嘉陵道街,1室1厅 | 54.02平米 | 南 | 毛坯 | 中楼层(共27层)  | 塔楼,"VR房源,随时看房",142,26287
此房无装修，毛坯房，中间楼层视野开阔,天津锦绣学府 - 团泊西,2室2厅 | 81.12平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,"VR房源,随时看房",109,13437
云江新苑 通透全明户型 精装修 无大税 价格可议,云江新苑 - 小海地,1室1厅 | 57.67平米 | 西南 | 精装 | 高楼层(共28层)  | 板楼,"近地铁,VR看装修,随时看房",155,26878
华苑天华里 全阳电梯两室 采光足 诚心出售,天华里 - 华苑,2室1厅 | 94.05平米 | 东 南 | 简装 | 高楼层(共24层)  | 塔楼,"VR看装修,房本满五年",269,28602
精装   低价   好楼层一室！随时看房！,焕玉里 - 王串场,1室1厅 | 42.57平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,随时看房",84.5,19850
纯皓家园 2室1厅 南 北,纯皓家园 - 友谊路,2室1厅 | 94.03平米 | 南 北 | 其他 | 高楼层(共31层)  | 板塔结合,"VR看装修,随时看房",300,31905
出售两室一卫 两室全阳楼栋号楼层好 设施齐全,暖塘·欣康苑 - 北塘街,2室2厅 | 86.04平米 | 南 | 毛坯 | 中楼层(共19层)  | 板塔结合,"VR看装修,随时看房",78,9066
翔园 1室1厅 南,翔园 - 华明镇,1室1厅 | 64.75平米 | 南 | 简装 | 中楼层(共4层)  | 塔楼,"VR看装修,随时看房",70,10811
电梯洋房 一梯两户 近6号线 三室 好楼层,天悦风华 - 咸水沽,3室1厅 | 105.72平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,"VR看装修,随时看房",214,20243
私产过五年，交通便利，配套齐全，采光好,新安庆里 - 体育馆街,1室1厅 | 44.18平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,随时看房",376,85107
汇恒园，中间楼层，采光好，总价低,汇恒园 - 新开河,2室1厅 | 63.3平米 | 南 西南 | 简装 | 中楼层(共25层)  | 板楼,"VR看装修,随时看房",114,18010
柳景家园 2室1厅 南 北,柳景家园 - 双港,2室1厅 | 90平米 | 南 北 | 其他 | 低楼层(共24层)  | 板楼,"VR看装修,随时看房",126,14000
富裕广场 1室1厅 南 西,富裕广场 - 下瓦房,1室1厅 | 57.37平米 | 南 西 | 其他 | 高楼层(共17层)  | 塔楼,"VR看装修,随时看房",225,39220
满五唯一精装婚房，户型方正，没有浪费面积,首创城 - 辛庄,2室2厅 | 86.45平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,"VR看装修,随时看房",128.4,14853
龙禧园  南北通透  72.23平/195万  1楼  随时看房,龙禧园 - 西沽街,2室1厅 | 72.23平米 | 南 北 | 简装 | 6层  | 板楼,"VR看装修,随时看房",195,26998
业主急售！南开18年次新房！满两年总价低！看房随时！,王顶堤故里 - 王顶堤,2室2厅 | 91.46平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,"VR看装修,随时看房",260,28428
房子 私产可贷款，楼层适中 诚意出售,宇萃里 - 王串场,1室1厅 | 38.63平米 | 南 | 简装 | 中楼层(共6层)  | 塔楼,"VR房源,随时看房",81,20969
瑞和里  大产权   两室 采光好   地铁 公交 教育,瑞和里 - 金钟街,2室1厅 | 96.36平米 | 南 北 | 简装 | 高楼层(共28层)  | 板楼,"VR看装修,随时看房",98,10171
价格可议，看房方便，    房屋不满五，房主包税,安泰小区 - 大港,2室1厅 | 70.68平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,"VR看装修,随时看房",23,3255
南北通透 H+1户型 前后无遮挡,富力又一城 - 咸水沽,2室1厅 | 97.98平米 | 南 北 | 毛坯 | 33层  | 板塔结合,"VR看装修,房本满两年,随时看房",145,14799
急售一室，楼层好，不临街不把边,康华里 - 铃铛阁,1室1厅 | 48.4平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",135,27893
"红桥房，小砖楼2层碧春园.南北通透大三居,超大开间!",碧春园 - 双环邨,3室2厅 | 112.59平米 | 北 南 | 精装 | 低楼层(共6层)  | 板楼,VR看装修,210,18652
店长推荐 私产过5年 2006年房龄 11楼电梯房 采光充足,中豪世纪花园 - 越秀路,3室2厅 | 178.56平米 | 南 西 北 | 精装 | 低楼层(共12层)  | 板楼,VR看装修,690,38643
五马路片！私产满五年，一楼可做门脸，南北通透,开明西里 - 广开街,3室1厅 | 68.88平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,VR看装修,265,38473
和平区  近地铁  私产 电梯房 户型好,观云里 - 南营门街,3室1厅 | 96.18平米 | 东 南 | 精装 | 高楼层(共28层)  | 板楼,VR房源,418,43461
视野好，采光充足， 房主诚心出售，户型方正,旭辉燕南园 - 精武镇,3室1厅 | 94.24平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板塔结合,VR看装修,157,16660
此房屋为一楼出行方便  看房提前预约,丽霞里 - 钢管公司,2室1厅 | 86.46平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,VR看装修,75,8675
房子通透户型视野好，无遮挡，采光好，次新房刚交房,金地艺城华府 - 宜兴埠,3室2厅 | 98.33平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板塔结合,"近地铁,VR看装修",172,17493
此房南北通透 临 近地铁 使用面积大 配套成熟,龙城里 - 万新街,3室2厅 | 108.18平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,VR看装修,112,10354
此房满二 精装 看房随时 楼层采光好,天物郁江溪岸 - 尖山,2室1厅 | 90.9平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,VR房源,298,32784
一楼带院，两室夹厅，万达旁，双地铁，采光好。,程林里 - 上杭路,2室1厅 | 54.76平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,VR看装修,140,25567
出则繁华，入则宁静，滨江道商圈价优公产房,滨江道广财巷 - 劝业场,1室0厅 | 14.34平米 | 西南 | 简装 | 低楼层(共3层)  | 塔楼,"近地铁,VR看装修,随时看房",113,78801
滨江道 四平东道 三片 随时看房,滨江道 - 劝业场,1室0厅 | 21.16平米 | 西 | 毛坯 | 高楼层(共4层)  | 暂无数据,"近地铁,VR看装修,随时看房",125,59074
一楼平房 鞍山道片 临地铁 诚意出售,多伦道 - 劝业场,1室1厅 | 12.09平米 | 南 | 简装 | 低楼层(共2层)  | 平房,"VR房源,随时看房",168,138958
近地铁 中楼层 采光好 大阳台,文苑楼（河西） - 友谊路,1室1厅 | 22.45平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,随时看房",70,31181
滨江道广财巷，位于新华路与滨江道交叉口,滨江道广财巷 - 劝业场,1室0厅 | 22.23平米 | 东南 | 简装 | 低楼层(共3层)  | 暂无数据,"VR房源,随时看房",115,51732
业主诚心出售，新兴  随时可看,万全道 - 劝业场,1室0厅 | 19.34平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,"VR看装修,随时看房",141,72906
岭盛里四楼一室户型，采光好，视野好,岭盛里 - 华明镇,1室1厅 | 55.53平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"VR看装修,随时看房",66,11886
河北路（和平区） 1室0厅 北,河北路（和平区） - 劝业场,1室0厅 | 23.78平米 | 北 | 简装 | 低楼层(共3层)  | 板楼,"VR看装修,随时看房",123,51725
低楼层 业主诚意出售 看房方便 鞍山道的,万全道 - 劝业场,1室0厅 | 21.01平米 | 东 | 毛坯 | 低楼层(共2层)  | 板楼,"近地铁,VR看装修,随时看房",157.9,75155
云阳里 二楼 私产房  有钥匙随时看房,云阳里 - 向阳路,1室1厅 | 46.37平米 | 西 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,随时看房",141.8,30581
南北通透 户型格局合理 业主诚意出售,庆荣里 - 桃园街,2室1厅 | 99.8平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"VR房源,房本满五年",365,36574
阳面独厨，单独做饭洗澡，直管公产，着急出售，随时看,东风里 - 马场街,1室0厅 | 26.4平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,"近地铁,VR看装修,随时看房",84,31819
精装通透两室  大H 户型带阳台 采光好 公摊小,菁华邨 - 胡家园,2室2厅 | 90.03平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"VR房源,房本满两年",97,10775
房子坐落劝业场，历史风貌建筑，房子有装修,林西路 - 劝业场,1室0厅 | 12.22平米 | 南 | 简装 | 低楼层(共2层)  | 平房,"近地铁,VR看装修,随时看房",168,137480
义江里 2楼 看房方便 距离地铁站300米,义江里 - 靖江路,2室1厅 | 61.05平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,"VR看装修,随时看房",124,20312
昔阳南里 私产可贷款 满五年 跃层 上下两层 带露台,昔阳南里 - 向阳路,2室1厅 | 86.97平米 | 西 | 精装 | 高楼层(共7层)  | 板楼,"VR房源,房本满五年",142.1,16339
电梯房，采光好，实际使用面积大,华亭丽园 - 中北镇,3室1厅 | 93.25平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,"VR看装修,房本满五年",168,18017
南华里  商品房1室，私产过两年  看房方便！,南华里 - 下瓦房,1室1厅 | 43.82平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年",157,35829
房屋为过五年，精装修，空置，保持的很好，万科物业,万科金奥国际 - 李七庄,2室1厅 | 65.17平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,"VR看装修,房本满五年",195,29922
好美嘉园高层精装修，满五唯一。,好美嘉园 - 万新街,1室1厅 | 49.35平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,"VR看装修,房本满五年",78,15806
丰盛园 两居室 出行方便 交通便利,丰盛园 - 大王庄,2室1厅 | 74.34平米 | 西南 | 精装 | 高楼层(共26层)  | 塔楼,"VR看装修,房本满两年",175,23541
明厅户型，私产过五年，交通便利，配套齐全。,子牙里 - 西于庄,2室1厅 | 58.66平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",107,18241
君利 高层 二居室 诚心出售 满五唯一,君利花园 - 下朱庄,2室1厅 | 99.6平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,"VR看装修,房本满五年,随时看房",93,9338
二楼无遮挡，过五无二，业主诚心出售,容彩里 - 王串场,1室1厅 | 44.93平米 | 西 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",78,17361
急急急，好户型，好楼层，毛坯交房未动过,金溪花园 - 静湖,2室1厅 | 89.46平米 | 南 | 毛坯 | 中楼层(共15层)  | 板楼,"VR看装修,房本满五年,随时看房",99,11067
户型方正 育婴里片区 中间楼层 适合居住,福嘉园 - 新开河,2室1厅 | 87.79平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年,随时看房",228,25972
本房源满两年，明厨明卫毛坯，可根据自己爱好装修房子,保利香颂湖 - 下朱庄,2室1厅 | 86.24平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",128,14843
千禧园 4楼 阳面一室 简单装修 过5年 看房提前预约,千禧园西区 - 邵公庄,1室1厅 | 42.46平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,"VR看装修,房本满五年,随时看房",87,20490
：静湖花园中区 好楼层，采光好，老证，业主诚心出售,静湖花园中区 - 静湖,2室1厅 | 85.99平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",87,10118
和平品质小区，适合改善陪读，产权明晰，配套完善,森淼清华园 - 新兴街,2室1厅 | 108.06平米 | 南 | 毛坯 | 中楼层(共20层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",535,49510
私产房 交通便利 视野开阔 采光充足,塞纳公馆 - 王顶堤,1室0厅 | 54.33平米 | 东 | 简装 | 中楼层(共28层)  | 塔楼,"VR房源,房本满两年,随时看房",95,17486
福悦里 不到顶 普通装修 明厅 楼下D铁8号线 外环以里,福悦里 - 中北镇,1室1厅 | 55.69平米 | 西南 | 精装 | 高楼层(共18层)  | 板楼,"VR看装修,房本满五年,随时看房",96,17239
房子满五年，精装修，看房方便，南北通透，四楼。,詹滨里 - 张贵庄,2室1厅 | 60.4平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",116,19206
秀丽园商品房两室精装 净高2米65诚意卖价格可议,秀丽园 - 太阳城,2室1厅 | 80.98平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,"近地铁,VR看装修,房本满五年,随时看房",145,17906
此房满五唯一，南北通透， 整体户型方正 居住舒适。,礼貌楼 - 西于庄,2室1厅 | 61.33平米 | 南 北 | 简装 | 中楼层(共5层)  | 塔楼,"VR看装修,房本满五年,随时看房",135,22013
友爱东里 低楼层 田字格 一居室 户型方正,友爱东里 - 中山门街,1室1厅 | 45.17平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",100,22139
嘉园低楼层两室，房子带机械车位，业主诚意出售,华城景苑盛和嘉园 - 西营门,2室1厅 | 81.27平米 | 西南 北 | 简装 | 18层  | 板塔结合,"VR看装修,房本满两年,随时看房",129,15874
此房私产过2年 精装修 家电家具都是新的,宾水南里 - 天塔街,1室1厅 | 33.05平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",109,32981
翡翠半岛 总价低 中楼层 交通便利 方便 设施齐全,翡翠半岛 - 武清其它,2室1厅 | 43.97平米 | 东 | 毛坯 | 中楼层(共16层)  | 板楼,"VR房源,房本满五年,随时看房",60.6,13783
朝华园两室loft 精装修 民水民电有燃气 出门地铁,朝华园 - 常州道,2室1厅 | 75.2平米 | 东 | 精装 | 16层  | 板塔结合,"VR房源,房本满五年,随时看房",119,15825
店长推荐，诚心出售，配套齐全。,雅安西里 - 嘉陵道街,1室1厅 | 34.5平米 | 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",101,29276
私产 满五年 没有尾款  2楼,桂江里(河西区) - 小海地,1室1厅 | 46.31平米 | 西南 | 简装 | 低楼层(共7层)  | 塔楼,"VR看装修,房本满五年,随时看房",151,32607
私产过两年，电梯房，楼龄新，便宜。,名景花园 - 西营门,2室1厅 | 81.93平米 | 西北 | 简装 | 低楼层(共26层)  | 塔楼,"VR房源,房本满两年,随时看房",130,15868
名景中楼层 全明户型 私产过二 精装婚房,名景花园 - 西营门,1室1厅 | 61.31平米 | 西南 | 精装 | 中楼层(共28层)  | 塔楼,"VR看装修,房本满两年,随时看房",89,14517
满江北里不到顶，阳面独单，私产可贷款。,满江北里 - 月牙河,1室1厅 | 38.9平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",69.9,17970
私产，中楼层，价格合适，近期必卖房源！！！,惠东里 - 新兴街,1室1厅 | 30.78平米 | 西南 | 精装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",210,68227
精装大一室 出行方便  陪看陪签,佳园北里 - 双环邨,1室1厅 | 41.9平米 | 西 | 精装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",75,17900
满两年，全明户型，精装修，户型方正,金狮家园 - 望海楼,1室1厅 | 44.15平米 | 西南 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",128,28993
鸿坤原乡郡，精装修，户型方正，采光充足，中间楼层,鸿坤原乡郡 - 黄庄,2室2厅 | 91.12平米 | 南 | 精装 | 中楼层(共23层)  | 板楼,"VR看装修,房本满两年,随时看房",137,15036
满江北里不到顶，阳面独单，私产可贷款。,满江北里 - 月牙河,1室1厅 | 38.9平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,"VR看装修,房本满两年,随时看房",69.9,17970
私产 满五年 没有尾款  2楼,桂江里(河西区) - 小海地,1室1厅 | 46.31平米 | 西南 | 简装 | 低楼层(共7层)  | 塔楼,"VR看装修,房本满五年,随时看房",151,32607
满五年，通透格局，楼层好，采光好,新义信里 - 大王庄,2室1厅 | 68.89平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",164,23807
精装两室，宽敞大客厅，位置佳，楼层好,ParkTower景杉 - 中新生态城,2室1厅 | 96.97平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,"VR看装修,房本满五年,随时看房",159,16397
户型方正 采光好 通风好 生活便捷,集贤里(北辰区) - 集贤里,2室1厅 | 53.23平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",76,14278
没有尾款 诚意出售 没有大税 有钥匙 随时可以看房,东惠家园 - 真理道,1室1厅 | 48.39平米 | 西 | 精装 | 中楼层(共31层)  | 板塔结合,"VR看装修,房本满两年,随时看房",87,17979
艺术公寓 小一居 落H优选 中营片 教育资源优越,艺术公寓 - 鼓楼街,1室1厅 | 29.82平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,"VR看装修,房本满五年,随时看房",145,48626
名居花园 小户型  总价低 业主诚心卖 必看好房,名居花园 - 空港经济区,1室1厅 | 67.41平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,"VR看装修,房本满五年,随时看房",136,20176
新湾好楼层 两 居，价格低，位置好，把东山,新湾花园北园 - 新湾,2室2厅 | 86.17平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",149,17292
雅阳家园 阳面一室 私产新小区 毛坯带电梯,雅阳家园 - 嘉陵道街,1室1厅 | 54.12平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,"近地铁,VR看装修,随时看房",144,26608
私产，可以贷款，低楼层，没有遮挡，采光好,世昌里 - 南营门街,1室1厅 | 35.03平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",289,82501
南北通透一居，采光好，无遮挡。,华江里 - 小海地,1室1厅 | 40.24平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",133,33052
天津站旁，琴海公寓，电梯房，私产房，海河边，采光好,琴海公寓 - 光复道,1室1厅 | 50.86平米 | 西 | 精装 | 高楼层(共12层)  | 板楼,"VR看装修,房本满五年,随时看房",125,24578
旭水蓝轩 （南开） 低楼层 诚心出售 交通生活便利,旭水蓝轩 - 中北镇,1室1厅 | 56.06平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",113,20157
八纬路99号   一楼  封闭小区 一梯两户 通透户型,八纬路99号 - 大王庄,1室1厅 | 39.02平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",98,25116
小区环境优美，户型方正，交通便利，业主诚意出售,海上国际城 - 华明镇,2室1厅 | 97.4平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,"VR看装修,房本满五年,随时看房",110,11294
知香园26楼2室出售交通便利，购物方便,融创中央学府 - 咸水沽,2室1厅 | 90.2平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,"VR看装修,房本满五年,随时看房",148,16408
东瑞家园 中间楼层 采光充足 业主诚意出售 好房,东惠家园 - 真理道,1室1厅 | 46.63平米 | 南 | 简装 | 中楼层(共26层)  | 板塔结合,"VR看装修,房本满五年,随时看房",89.5,19194
私产，南北向两室，采光足，有钥匙随时看房,瑞金里 - 春华街,2室1厅 | 62.37平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满五年,随时看房",128,20523
后广场阳面一居室，采光好，生活便利,春华里（河东区） - 春华街,1室1厅 | 44.76平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",110,24576
此房上海道优质房源，采光好，总价低。,四化里(河西) - 马场街,1室1厅 | 35平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",143,40858
水木天成 H户型大两居 业主诚意卖 看房随时,水木天成碧杉园 - 西沽街,2室1厅 | 95.93平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",217,22621
此房格局合理，诚意出售，看房方便，交通便利。,东海里 - 陈塘庄,1室1厅 | 31.82平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,"VR看装修,房本满两年,随时看房",102,32056
南开南片，满五唯一，采光无遮挡，次顶楼，价格合理,津涞花园 - 体育中心街,1室1厅 | 53.67平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",107,19937
此房户型方正 通风采光好  无大税,米兰阳光 - 咸水沽,2室1厅 | 102.41平米 | 南 | 精装 | 中楼层(共5层)  | 塔楼,"VR看装修,房本满五年,随时看房",125,12206
房子满五唯一  边户没有连廊  采光好中间楼层,香邑国际 - 万新街,2室1厅 | 100.68平米 | 南 北 | 精装 | 中楼层(共13层)  | 板塔结合,"VR看装修,房本满五年,随时看房",180,17879
宜君西里 东南 明厅 四楼 户型好,宜君西里 - 向阳路,1室1厅 | 49.65平米 | 东 南 | 其他 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",122,24573
新湾好楼层 两 居，价格低，位置好，把东山,新湾花园北园 - 新湾,2室2厅 | 86.17平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",149,17292
私产，可以贷款，低楼层，没有遮挡，采光好,世昌里 - 南营门街,1室1厅 | 35.03平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",289,82501
小区环境优美，户型方正，交通便利，业主诚意出售,海上国际城 - 华明镇,2室1厅 | 97.4平米 | 南 北 | 精装 | 低楼层(共21层)  | 板楼,"VR看装修,房本满五年,随时看房",110,11294
八纬路99号   一楼  封闭小区 一梯两户 通透户型,八纬路99号 - 大王庄,1室1厅 | 39.02平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",98,25116
天津站旁，琴海公寓，电梯房，私产房，海河边，采光好,琴海公寓 - 光复道,1室1厅 | 50.86平米 | 西 | 精装 | 高楼层(共12层)  | 板楼,"VR看装修,房本满五年,随时看房",125,24578
后广场阳面一居室，采光好，生活便利,春华里（河东区） - 春华街,1室1厅 | 44.76平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",110,24576
龙博花园，私产过五唯一，低楼层，诚心出售,龙博花园 - 小海地,1室1厅 | 53.56平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",143,26700
东瑞家园 精装修 全阳面采光好  私产可贷款,东瑞家园 - 真理道,2室1厅 | 62.41平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"VR看装修,房本满五年,随时看房",105,16825
纯南两居，好楼层，采光充足，居住舒适,首创国际半岛梅诺卡小镇 - 高村,2室1厅 | 87.17平米 | 南 | 毛坯 | 高楼层(共24层)  | 板楼,"VR看装修,房本满两年,随时看房",82,9407
海教园，交通方便，楼层适中，采光无挡,融创中央学府 - 咸水沽,2室1厅 | 79.7平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,"VR看装修,房本满两年,随时看房",154.5,19386
